match_id,date,league,home_recent_wins,home_recent_draws,home_recent_losses,home_recent_goals_for,home_recent_goals_against,home_recent_form_points,away_recent_wins,away_recent_draws,away_recent_losses,away_recent_goals_for,away_recent_goals_against,away_recent_form_points,h2h_home_wins,h2h_draws,h2h_away_wins,home_avg_goals,home_total_matches,away_avg_goals,away_total_matches,total_goals,over_2_5,btts,home_win,draw,away_win
4166,2021-10-02,BL1,2,1,2,12,6,7,1,1,3,4,12,4,0,0,0,0.0,0,0.0,0,3,1,0,1,0,0
447,2021-10-03,PL,1,3,1,6,6,6,1,1,3,6,10,4,0,1,1,0.0,0,0.0,0,4,1,1,0,1,0
448,2021-10-03,PL,2,0,3,3,9,6,3,1,1,7,4,10,1,0,1,0.0,0,0.0,0,3,1,1,1,0,0
449,2021-10-03,PL,2,2,1,9,6,8,1,3,1,6,5,6,0,0,0,0.0,0,0.0,0,3,1,1,0,0,1
450,2021-10-03,PL,3,2,0,12,4,11,4,1,0,12,0,13,0,1,1,0.0,0,0.0,0,4,1,1,0,1,0
2354,2021-10-03,PD,1,2,2,4,7,5,2,0,3,6,8,6,0,1,1,0.0,0,0.0,0,1,0,0,1,0,0
2355,2021-10-03,PD,1,1,3,4,7,4,4,1,0,14,4,13,0,0,0,0.0,0,0.0,0,3,1,1,1,0,0
2356,2021-10-03,PD,0,0,5,2,10,0,4,1,0,7,2,13,0,0,2,0.0,0,0.0,0,2,0,1,0,1,0
2357,2021-10-03,PD,1,4,0,6,3,7,3,1,1,9,5,10,0,1,1,0.0,0,0.0,0,2,0,0,1,0,0
2358,2021-10-03,PD,0,1,4,4,11,1,3,2,0,7,2,11,1,0,1,0.0,0,0.0,0,1,0,0,1,0,0
4167,2021-10-03,BL1,2,1,2,5,3,7,2,2,1,7,7,8,1,0,1,0.0,0,0.0,0,3,1,1,0,0,1
4168,2021-10-03,BL1,5,0,0,22,4,15,0,5,0,4,4,5,1,0,1,0.0,0,0.0,0,3,1,1,0,0,1
4169,2021-10-03,BL1,0,3,2,3,6,3,4,0,1,15,6,12,1,0,1,0.0,0,0.0,0,4,1,0,0,0,1
4170,2021-10-15,BL1,1,1,3,6,9,4,2,3,0,8,5,9,2,0,0,0.0,0,0.0,0,5,1,0,1,0,0
451,2021-10-16,PL,1,1,3,4,6,4,2,3,0,12,6,9,0,0,0,0.0,0,0.0,0,5,1,0,0,0,1
452,2021-10-16,PL,2,1,2,6,6,7,3,0,2,5,4,9,1,1,0,0.0,0,0.0,0,5,1,1,0,0,1
453,2021-10-16,PL,1,2,2,7,8,5,3,1,1,8,4,10,1,1,0,0.0,0,0.0,0,6,1,1,1,0,0
454,2021-10-16,PL,3,2,0,9,2,11,0,3,2,4,7,3,2,0,0,0.0,0,0.0,0,2,0,0,1,0,0
455,2021-10-16,PL,0,1,4,2,8,1,2,2,1,4,4,8,0,0,0,0.0,0,0.0,0,0,0,0,0,1,0
456,2021-10-16,PL,0,3,2,3,6,3,1,2,2,4,7,5,0,0,2,0.0,0,0.0,0,1,0,0,1,0,0
457,2021-10-16,PL,2,2,1,8,6,8,3,1,1,10,3,10,0,0,0,0.0,0,0.0,0,1,0,0,0,0,1
2359,2021-10-16,PD,0,2,3,2,8,2,0,1,4,2,9,1,1,0,1,0.0,0,0.0,0,0,0,0,0,1,0
2360,2021-10-16,PD,3,2,0,7,3,11,1,1,3,4,11,4,0,0,0,0.0,0,0.0,0,1,0,0,1,0,0
4171,2021-10-16,BL1,4,0,1,13,9,12,2,1,2,6,3,7,1,1,0,0.0,0,0.0,0,4,1,1,1,0,0
4172,2021-10-16,BL1,1,4,0,6,5,7,2,0,3,6,15,6,2,0,0,0.0,0,0.0,0,3,1,1,0,0,1
4173,2021-10-16,BL1,3,2,0,9,4,11,2,1,2,11,6,7,0,0,2,0.0,0,0.0,0,2,0,1,0,1,0
4174,2021-10-16,BL1,0,0,5,3,13,0,0,1,4,2,15,1,0,0,0,0.0,0,0.0,0,1,0,0,0,0,1
4175,2021-10-16,BL1,3,1,1,7,6,10,2,1,2,6,7,7,0,1,1,0.0,0,0.0,0,2,0,0,1,0,0
4176,2021-10-16,BL1,3,0,2,8,5,9,1,2,2,7,8,5,0,1,1,0.0,0,0.0,0,2,0,1,0,1,0
458,2021-10-17,PL,3,1,1,8,5,10,1,2,2,6,7,5,1,0,1,0.0,0,0.0,0,1,0,0,0,0,1
459,2021-10-17,PL,0,3,2,6,10,3,2,0,3,4,10,6,0,2,0,0.0,0,0.0,0,5,1,1,0,0,1
2361,2021-10-17,PD,3,1,1,9,4,10,2,1,2,4,6,7,0,0,0,0.0,0,0.0,0,3,1,1,1,0,0
2362,2021-10-17,PD,2,0,3,6,8,6,2,2,1,6,3,8,0,0,2,0.0,0,0.0,0,1,0,0,0,0,1
2363,2021-10-17,PD,2,3,0,8,3,9,3,0,2,8,9,9,1,0,1,0.0,0,0.0,0,3,1,1,0,0,1
2364,2021-10-17,PD,2,2,1,6,4,8,1,2,2,7,7,5,1,1,0,0.0,0,0.0,0,4,1,1,1,0,0
4177,2021-10-17,BL1,4,0,1,15,6,12,4,0,1,20,4,12,0,0,2,0.0,0,0.0,0,6,1,1,0,0,1
4178,2021-10-17,BL1,1,1,3,3,9,4,0,2,3,2,9,2,1,1,0,0.0,0,0.0,0,2,0,1,0,1,0
460,2021-10-18,PL,3,1,1,5,6,10,1,3,1,8,8,6,1,1,0,0.0,0,0.0,0,4,1,1,0,1,0
2365,2021-10-18,PD,1,0,4,1,7,3,3,1,1,9,6,10,0,0,2,0.0,0,0.0,0,1,0,0,0,0,1
2366,2021-10-18,PD,2,1,2,6,7,7,1,2,2,3,6,5,0,0,0,0.0,0,0.0,0,2,0,0,1,0,0
461,2021-10-22,PL,3,2,0,7,3,11,2,0,3,7,8,6,0,0,2,0.0,0,0.0,0,4,1,1,1,0,0
2367,2021-10-22,PD,4,0,1,9,6,12,1,1,3,5,7,4,1,0,1,0.0,0,0.0,0,2,0,1,0,1,0
4179,2021-10-22,BL1,1,1,3,4,6,4,1,2,2,3,6,5,0,0,2,0.0,0,0.0,0,5,1,1,1,0,0
462,2021-10-23,PL,4,0,1,10,2,12,0,2,3,1,6,2,0,0,0,0.0,0,0.0,0,7,1,0,1,0,0
463,2021-10-23,PL,1,3,1,8,8,6,0,2,3,6,11,2,1,0,1,0.0,0,0.0,0,2,0,1,0,1,0
464,2021-10-23,PL,2,1,2,6,6,7,1,1,3,4,10,4,0,0,0,0.0,0,0.0,0,7,1,1,0,0,1
465,2021-10-23,PL,1,1,3,3,7,4,4,0,1,8,5,12,0,0,2,0.0,0,0.0,0,2,0,1,0,1,0
466,2021-10-23,PL,1,2,2,2,4,5,0,2,3,3,8,2,2,0,0,0.0,0,0.0,0,4,1,1,0,1,0
467,2021-10-23,PL,2,3,0,4,2,9,3,2,0,6,2,11,1,0,1,0.0,0,0.0,0,5,1,1,0,0,1
2368,2021-10-23,PD,0,2,3,4,9,2,1,1,3,4,10,4,0,0,0,0.0,0,0.0,0,4,1,1,0,1,0
2369,2021-10-23,PD,1,2,2,3,6,5,1,0,4,1,5,3,1,1,0,0.0,0,0.0,0,2,0,0,0,0,1
2370,2021-10-23,PD,1,1,3,4,8,4,3,1,1,7,5,10,0,0,0,0.0,0,0.0,0,4,1,1,0,1,0
2371,2021-10-23,PD,2,2,1,5,3,8,2,2,1,7,3,8,0,2,0,0.0,0,0.0,0,3,1,1,1,0,0
4180,2021-10-23,BL1,4,0,1,20,5,12,2,1,2,9,6,7,1,0,1,0.0,0,0.0,0,4,1,0,1,0,0
4181,2021-10-23,BL1,0,2,3,2,9,2,4,0,1,13,8,12,0,0,2,0.0,0,0.0,0,4,1,1,0,0,1
4182,2021-10-23,BL1,2,2,1,12,6,8,0,0,5,3,11,0,0,0,0,0.0,0,0.0,0,5,1,1,1,0,0
4183,2021-10-23,BL1,1,1,3,5,9,4,2,3,0,7,3,9,1,1,0,0.0,0,0.0,0,2,0,0,0,0,1
4184,2021-10-23,BL1,3,0,2,8,11,9,3,1,1,8,4,10,0,2,0,0.0,0,0.0,0,1,0,0,1,0,0
468,2021-10-24,PL,2,1,2,7,6,7,1,2,2,9,9,5,0,0,0,0.0,0,0.0,0,3,1,1,0,0,1
469,2021-10-24,PL,2,1,2,5,5,7,2,0,3,6,12,6,1,1,0,0.0,0,0.0,0,1,0,0,1,0,0
470,2021-10-24,PL,2,1,2,9,8,7,3,2,0,16,5,11,0,1,1,0.0,0,0.0,0,5,1,0,0,0,1
2372,2021-10-24,PD,3,1,1,6,2,10,0,2,3,1,7,2,2,0,0,0.0,0,0.0,0,8,1,1,1,0,0
2373,2021-10-24,PD,2,2,1,7,4,8,3,1,1,14,6,10,0,0,2,0.0,0,0.0,0,3,1,1,0,0,1
2374,2021-10-24,PD,3,1,1,8,5,10,4,0,1,10,4,12,0,0,0,0.0,0,0.0,0,5,1,1,1,0,0
2375,2021-10-24,PD,3,1,1,6,3,10,3,2,0,6,3,11,2,0,0,0.0,0,0.0,0,4,1,1,0,1,0
4185,2021-10-24,BL1,1,3,1,6,9,6,3,0,2,12,10,9,0,0,2,0.0,0,0.0,0,4,1,1,0,1,0
4186,2021-10-24,BL1,1,3,1,6,6,6,3,1,1,7,5,10,0,1,1,0.0,0,0.0,0,2,0,1,0,1,0
4187,2021-10-24,BL1,1,1,3,2,13,4,1,3,1,6,6,6,0,0,0,0.0,0,0.0,0,2,0,0,1,0,0
2376,2021-10-25,PD,0,2,3,2,8,2,2,0,3,4,4,6,0,1,1,0.0,0,0.0,0,3,1,0,0,0,1
2377,2021-10-26,PD,2,0,3,3,3,6,1,1,3,5,9,4,1,0,1,0.0,0,0.0,0,1,0,0,1,0,0
2378,2021-10-26,PD,3,1,1,7,5,10,2,2,1,5,4,8,0,0,0,0.0,0,0.0,0,2,0,1,0,1,0
2379,2021-10-26,PD,2,1,2,8,5,7,0,2,3,1,7,2,1,1,0,0.0,0,0.0,0,6,1,1,0,1,0
2380,2021-10-27,PD,1,1,3,6,12,4,4,0,1,11,5,12,0,0,0,0.0,0,0.0,0,2,0,1,0,1,0
2381,2021-10-27,PD,3,0,2,9,7,9,2,1,2,7,5,7,0,0,0,0.0,0,0.0,0,1,0,0,1,0,0
2382,2021-10-27,PD,4,0,1,9,5,12,0,3,2,5,9,3,1,1,0,0.0,0,0.0,0,5,1,1,1,0,0
2383,2021-10-27,PD,3,1,1,11,5,10,3,1,1,8,7,10,1,1,0,0.0,0,0.0,0,0,0,0,0,1,0
2384,2021-10-28,PD,3,0,2,6,2,9,3,2,0,8,5,11,0,0,2,0.0,0,0.0,0,2,0,0,0,0,1
2385,2021-10-28,PD,1,2,2,5,6,5,0,2,3,2,8,2,1,1,0,0.0,0,0.0,0,2,0,1,0,1,0
2386,2021-10-28,PD,0,1,4,3,11,1,2,2,1,6,4,8,1,1,0,0.0,0,0.0,0,4,1,1,0,1,0
4188,2021-10-29,BL1,2,1,2,9,8,7,3,0,2,6,10,9,2,0,0,0.0,0,0.0,0,2,0,0,1,0,0
471,2021-10-30,PL,2,2,1,11,9,8,3,2,0,9,4,11,1,0,1,0.0,0,0.0,0,2,0,0,0,0,1
472,2021-10-30,PL,0,3,2,4,7,3,2,1,2,8,7,7,0,0,0,0.0,0,0.0,0,4,1,1,1,0,0
473,2021-10-30,PL,3,2,0,18,5,11,1,3,1,4,6,6,0,1,1,0.0,0,0.0,0,4,1,1,0,1,0
474,2021-10-30,PL,3,2,0,9,3,11,0,4,1,6,9,4,2,0,0,0.0,0,0.0,0,2,0,0,0,0,1
475,2021-10-30,PL,0,3,2,6,8,3,4,0,1,14,2,12,0,0,2,0.0,0,0.0,0,3,1,0,0,0,1
476,2021-10-30,PL,2,1,2,9,10,7,1,2,2,4,6,5,0,0,0,0.0,0,0.0,0,1,0,0,0,0,1
477,2021-10-30,PL,2,0,3,6,10,6,1,1,3,5,12,4,1,0,1,0.0,0,0.0,0,3,1,0,0,0,1
2387,2021-10-30,PD,1,1,3,4,6,4,2,2,1,9,4,8,0,1,1,0.0,0,0.0,0,3,1,1,0,0,1
2388,2021-10-30,PD,3,1,1,9,5,10,3,2,0,7,4,11,2,0,0,0.0,0,0.0,0,2,0,0,1,0,0
2389,2021-10-30,PD,0,3,2,5,10,3,1,2,2,7,7,5,1,0,1,0.0,0,0.0,0,2,0,0,1,0,0
2390,2021-10-30,PD,2,0,3,7,6,6,3,0,2,4,2,9,1,1,0,0.0,0,0.0,0,2,0,1,0,1,0
4189,2021-10-30,BL1,0,2,3,2,9,2,1,1,3,6,7,4,1,1,0,0.0,0,0.0,0,3,1,1,0,0,1
4190,2021-10-30,BL1,4,0,1,12,6,12,1,3,1,7,10,6,0,1,1,0.0,0,0.0,0,2,0,0,1,0,0
4191,2021-10-30,BL1,3,2,0,8,2,11,0,0,5,4,13,0,0,0,0,0.0,0,0.0,0,4,1,1,1,0,0
4192,2021-10-30,BL1,3,1,1,11,8,10,0,1,4,3,11,1,0,1,1,0.0,0,0.0,0,2,0,0,0,0,1
4193,2021-10-30,BL1,3,1,1,8,6,10,4,0,1,20,4,12,0,2,0,0.0,0,0.0,0,7,1,1,0,0,1
4194,2021-10-30,BL1,1,2,2,5,7,5,3,2,0,15,3,11,0,2,0,0.0,0,0.0,0,2,0,1,0,1,0
478,2021-10-31,PL,0,2,3,1,12,2,1,2,2,4,5,5,0,0,0,0.0,0,0.0,0,3,1,1,0,0,1
479,2021-10-31,PL,2,0,3,8,8,6,3,0,2,6,5,9,0,0,2,0.0,0,0.0,0,5,1,1,0,0,1
2391,2021-10-31,PD,0,2,3,4,10,2,1,2,2,6,7,5,0,0,0,0.0,0,0.0,0,2,0,1,0,1,0
2392,2021-10-31,PD,2,2,1,8,6,8,4,0,1,10,5,12,1,1,0,0.0,0,0.0,0,3,1,0,1,0,0
2393,2021-10-31,PD,0,3,2,2,7,3,2,2,1,7,6,8,0,0,0,0.0,0,0.0,0,3,1,1,1,0,0
2394,2021-10-31,PD,3,2,0,7,3,11,2,2,1,6,5,8,1,1,0,0.0,0,0.0,0,2,0,1,0,1,0
4195,2021-10-31,BL1,1,1,3,4,10,4,1,3,1,6,6,6,0,0,2,0.0,0,0.0,0,5,1,1,1,0,0
4196,2021-10-31,BL1,2,1,2,5,4,7,2,1,2,3,10,7,0,0,0,0.0,0,0.0,0,3,1,1,1,0,0
480,2021-11-01,PL,3,1,1,7,6,10,1,1,3,5,10,4,0,0,2,0.0,0,0.0,0,3,1,1,1,0,0
2395,2021-11-01,PD,3,0,2,8,6,9,2,0,3,4,4,6,0,0,0,0.0,0,0.0,0,0,0,0,0,1,0
2396,2021-11-01,PD,0,2,3,5,11,2,1,2,2,5,6,5,0,2,0,0.0,0,0.0,0,3,1,0,0,0,1
481,2021-11-05,PL,2,1,2,5,6,7,1,0,4,6,12,3,1,0,1,0.0,0,0.0,0,1,0,0,1,0,0
2397,2021-11-05,PD,2,3,0,6,4,9,0,3,2,4,8,3,1,0,1,0.0,0,0.0,0,1,0,0,0,0,1
4197,2021-11-05,BL1,2,0,3,8,8,6,3,1,1,7,4,10,1,0,1,0.0,0,0.0,0,2,0,1,0,1,0
482,2021-11-06,PL,1,1,3,6,11,4,3,1,1,9,5,10,1,1,0,0.0,0,0.0,0,2,0,0,0,0,1
483,2021-11-06,PL,1,1,3,7,10,4,0,2,3,1,11,2,0,0,0,0.0,0,0.0,0,3,1,1,0,0,1
484,2021-11-06,PL,4,0,1,14,2,12,1,3,1,7,7,6,2,0,0,0.0,0,0.0,0,2,0,1,0,1,0
485,2021-11-06,PL,1,4,0,8,6,7,4,1,0,9,5,13,1,0,1,0.0,0,0.0,0,2,0,0,1,0,0
486,2021-11-06,PL,0,4,1,4,7,4,0,2,3,5,10,2,2,0,0,0.0,0,0.0,0,2,0,1,0,1,0
2398,2021-11-06,PD,2,2,1,8,6,8,2,2,1,6,3,8,0,0,0,0.0,0,0.0,0,2,0,0,1,0,0
2399,2021-11-06,PD,1,1,3,3,4,4,1,1,3,5,7,4,1,0,1,0.0,0,0.0,0,6,1,1,0,1,0
2400,2021-11-06,PD,2,1,2,4,3,7,0,2,3,5,11,2,0,2,0,0.0,0,0.0,0,3,1,1,1,0,0
2401,2021-11-06,PD,2,2,1,5,4,8,2,1,2,5,5,7,0,0,0,0.0,0,0.0,0,3,1,1,1,0,0
4198,2021-11-06,BL1,4,0,1,18,6,12,4,1,0,11,3,13,1,1,0,0.0,0,0.0,0,3,1,1,1,0,0
4199,2021-11-06,BL1,2,1,2,4,5,7,3,0,2,11,8,9,0,0,0,0.0,0,0.0,0,2,0,0,1,0,0
4200,2021-11-06,BL1,1,3,1,6,7,6,0,1,4,3,11,1,0,0,2,0.0,0,0.0,0,1,0,0,0,0,1
4201,2021-11-06,BL1,1,0,4,4,10,3,1,1,3,7,11,4,1,1,0,0.0,0,0.0,0,1,0,0,1,0,0
4202,2021-11-06,BL1,3,2,0,15,3,11,4,0,1,10,4,12,0,0,2,0.0,0,0.0,0,3,1,1,1,0,0
487,2021-11-07,PL,3,2,0,10,4,11,1,1,3,6,10,4,0,0,0,0.0,0,0.0,0,1,0,0,1,0,0
488,2021-11-07,PL,1,1,3,6,9,4,2,0,3,6,10,6,1,1,0,0.0,0,0.0,0,0,0,0,0,1,0
489,2021-11-07,PL,2,1,2,5,5,7,2,2,1,10,9,8,1,0,1,0.0,0,0.0,0,2,0,1,0,1,0
490,2021-11-07,PL,4,0,1,9,4,12,2,3,0,17,7,9,0,0,2,0.0,0,0.0,0,5,1,1,1,0,0
2402,2021-11-07,PD,1,1,3,7,9,4,1,3,1,4,6,6,2,0,0,0.0,0,0.0,0,1,0,0,1,0,0
2403,2021-11-07,PD,1,2,2,6,9,5,2,2,1,9,5,8,0,0,2,0.0,0,0.0,0,6,1,1,0,1,0
2404,2021-11-07,PD,1,3,1,5,5,6,1,1,3,5,7,4,0,0,0,0.0,0,0.0,0,4,1,1,0,1,0
2405,2021-11-07,PD,2,2,1,4,4,8,2,3,0,7,4,9,0,1,1,0.0,0,0.0,0,2,0,0,0,0,1
2406,2021-11-07,PD,3,0,2,8,8,9,3,1,1,9,5,10,0,1,1,0.0,0,0.0,0,2,0,0,0,0,1
4203,2021-11-07,BL1,2,0,3,4,11,6,2,1,2,8,9,7,1,1,0,0.0,0,0.0,0,2,0,1,0,1,0
4204,2021-11-07,BL1,1,2,2,6,11,5,3,1,1,8,7,10,0,0,2,0.0,0,0.0,0,4,1,1,0,1,0
4205,2021-11-07,BL1,0,0,5,4,14,0,1,2,2,5,7,5,0,0,0,0.0,0,0.0,0,3,1,1,0,0,1
2407,2021-11-19,PD,0,2,3,6,12,2,2,2,1,5,4,8,0,1,1,0.0,0,0.0,0,0,0,0,0,1,0
4206,2021-11-19,BL1,1,1,3,7,9,4,4,0,1,17,6,12,0,0,2,0.0,0,0.0,0,3,1,1,1,0,0
491,2021-11-20,PL,2,2,1,9,8,8,4,1,0,15,2,13,1,0,1,0.0,0,0.0,0,3,1,0,0,0,1
492,2021-11-20,PL,0,0,5,5,13,0,0,4,1,4,7,4,0,1,1,0.0,0,0.0,0,2,0,0,1,0,0
493,2021-11-20,PL,1,3,1,6,6,6,2,3,0,9,5,9,2,0,0,0.0,0,0.0,0,6,1,1,0,1,0
494,2021-11-20,PL,0,2,3,5,10,2,1,0,4,5,9,3,0,0,0,0.0,0,0.0,0,6,1,1,0,1,0
495,2021-11-20,PL,1,2,2,3,10,5,3,1,1,6,5,10,0,0,0,0.0,0,0.0,0,3,1,1,1,0,0
496,2021-11-20,PL,1,0,4,5,10,3,1,1,3,6,12,4,0,0,0,0.0,0,0.0,0,5,1,1,1,0,0
497,2021-11-20,PL,3,1,1,8,7,10,4,0,1,10,5,12,0,0,2,0.0,0,0.0,0,1,0,0,1,0,0
498,2021-11-20,PL,2,2,1,16,7,8,3,2,0,8,3,11,2,0,0,0.0,0,0.0,0,4,1,0,1,0,0
2408,2021-11-20,PD,1,2,2,6,6,5,1,1,3,6,9,4,1,0,1,0.0,0,0.0,0,2,0,1,0,1,0
2409,2021-11-20,PD,4,1,0,11,4,13,3,1,1,6,3,10,2,0,0,0.0,0,0.0,0,4,1,1,0,1,0
2410,2021-11-20,PD,2,3,0,12,7,9,1,2,2,3,6,5,2,0,0,0.0,0,0.0,0,1,0,0,1,0,0
2411,2021-11-20,PD,1,2,2,8,8,5,2,2,1,8,5,8,0,0,0,0.0,0,0.0,0,1,0,0,1,0,0
4207,2021-11-20,BL1,1,1,3,4,10,4,2,0,3,4,7,6,0,0,2,0.0,0,0.0,0,4,1,1,0,1,0
4208,2021-11-20,BL1,4,0,1,11,5,12,1,2,2,6,8,5,1,0,1,0.0,0,0.0,0,3,1,1,1,0,0
4209,2021-11-20,BL1,2,0,3,8,9,6,3,2,0,11,4,11,0,1,1,0.0,0,0.0,0,2,0,0,1,0,0
4210,2021-11-20,BL1,1,2,2,8,10,5,3,0,2,6,5,9,0,0,0,0.0,0,0.0,0,1,0,0,1,0,0
4211,2021-11-20,BL1,2,2,1,7,5,8,0,0,5,4,13,0,0,0,0,0.0,0,0.0,0,4,1,0,1,0,0
4212,2021-11-20,BL1,2,2,1,9,9,8,2,1,2,5,6,7,0,1,1,0.0,0,0.0,0,2,0,0,1,0,0
499,2021-11-21,PL,3,1,1,10,5,10,0,2,3,4,9,2,2,0,0,0.0,0,0.0,0,3,1,0,1,0,0
500,2021-11-21,PL,2,1,2,5,7,7,2,2,1,5,4,8,1,0,1,0.0,0,0.0,0,3,1,1,1,0,0
2412,2021-11-21,PD,1,2,2,3,6,5,1,2,2,5,8,5,1,0,1,0.0,0,0.0,0,4,1,0,1,0,0
2413,2021-11-21,PD,2,2,1,6,4,8,3,1,1,7,5,10,0,0,2,0.0,0,0.0,0,5,1,1,0,0,1
2414,2021-11-21,PD,0,2,3,6,9,2,3,0,2,8,8,9,0,1,1,0.0,0,0.0,0,3,1,0,0,0,1
2415,2021-11-21,PD,3,2,0,8,3,11,1,2,2,9,12,5,0,1,1,0.0,0,0.0,0,0,0,0,0,1,0
4213,2021-11-21,BL1,3,1,1,9,5,10,2,1,2,6,7,7,0,1,1,0.0,0,0.0,0,2,0,0,0,0,1
4214,2021-11-21,BL1,2,1,2,9,8,7,1,2,2,7,12,5,1,0,1,0.0,0,0.0,0,2,0,1,0,1,0
2416,2021-11-22,PD,2,1,2,6,6,7,0,4,1,6,7,4,0,0,0,0.0,0,0.0,0,4,1,1,1,0,0
2417,2021-11-26,PD,1,3,1,4,4,6,1,2,2,6,8,5,1,0,1,0.0,0,0.0,0,4,1,1,0,1,0
4215,2021-11-26,BL1,0,2,3,4,9,2,2,2,1,9,7,8,2,0,0,0.0,0,0.0,0,3,1,1,1,0,0
501,2021-11-27,PL,3,1,1,8,7,10,0,3,2,7,11,3,2,0,0,0.0,0,0.0,0,2,0,0,1,0,0
502,2021-11-27,PL,2,3,0,10,6,9,1,0,4,6,11,3,1,0,1,0.0,0,0.0,0,3,1,1,0,0,1
503,2021-11-27,PL,3,1,1,18,5,10,3,1,1,6,4,10,1,0,1,0.0,0,0.0,0,4,1,0,1,0,0
504,2021-11-27,PL,2,1,2,5,11,7,3,1,1,7,6,10,0,0,0,0.0,0,0.0,0,0,0,0,0,1,0
505,2021-11-27,PL,0,3,2,4,9,3,1,2,2,5,6,5,2,0,0,0.0,0,0.0,0,0,0,0,0,1,0
2418,2021-11-27,PD,3,2,0,8,4,11,1,3,1,7,6,6,0,0,2,0.0,0,0.0,0,3,1,1,0,0,1
2419,2021-11-27,PD,1,3,1,8,9,6,2,1,2,7,6,7,0,0,0,0.0,0,0.0,0,2,0,1,0,1,0
2420,2021-11-27,PD,0,4,1,7,9,4,2,1,2,7,6,7,0,0,0,0.0,0,0.0,0,0,0,0,0,1,0
2421,2021-11-27,PD,1,2,2,6,8,5,1,2,2,6,7,5,0,0,2,0.0,0,0.0,0,4,1,1,0,0,1
4216,2021-11-27,BL1,3,0,2,6,3,9,2,1,2,7,6,7,0,0,0,0.0,0,0.0,0,3,1,1,1,0,0
4217,2021-11-27,BL1,0,3,2,5,12,3,2,2,1,8,4,8,1,0,1,0.0,0,0.0,0,5,1,1,1,0,0
4218,2021-11-27,BL1,0,0,5,3,14,0,3,0,2,9,6,9,0,0,0,0.0,0,0.0,0,9,1,1,0,0,1
4219,2021-11-27,BL1,2,1,2,4,6,7,2,1,2,8,8,7,2,0,0,0.0,0,0.0,0,2,0,1,0,1,0
4220,2021-11-27,BL1,2,1,2,5,6,7,4,0,1,11,5,12,0,0,2,0.0,0,0.0,0,4,1,1,0,0,1
4221,2021-11-27,BL1,4,0,1,17,6,12,1,2,2,6,8,5,1,1,0,0.0,0,0.0,0,1,0,0,1,0,0
506,2021-11-28,PL,0,1,4,6,11,1,0,1,4,3,11,1,0,0,0,0.0,0,0.0,0,1,0,0,1,0,0
507,2021-11-28,PL,2,1,2,7,9,7,2,0,3,9,10,6,0,0,0,0.0,0,0.0,0,6,1,1,1,0,0
508,2021-11-28,PL,4,0,1,11,3,12,4,0,1,9,4,12,1,1,0,0.0,0,0.0,0,3,1,1,1,0,0
509,2021-11-28,PL,4,1,0,15,1,13,1,0,4,6,15,3,0,2,0,0.0,0,0.0,0,2,0,1,0,1,0
2422,2021-11-28,PD,3,0,2,10,8,9,0,2,3,6,12,2,1,0,1,0.0,0,0.0,0,4,1,1,1,0,0
2423,2021-11-28,PD,1,2,2,6,6,5,2,3,0,7,3,9,0,0,0,0.0,0,0.0,0,1,0,0,1,0,0
2424,2021-11-28,PD,1,2,2,5,10,5,2,3,0,11,7,9,0,0,2,0.0,0,0.0,0,5,1,1,0,0,1
2425,2021-11-28,PD,4,1,0,10,4,13,3,2,0,12,6,11,1,1,0,0.0,0,0.0,0,3,1,1,1,0,0
4222,2021-11-28,BL1,2,1,2,6,6,7,2,2,1,9,8,8,1,1,0,0.0,0,0.0,0,3,1,1,1,0,0
4223,2021-11-28,BL1,2,2,1,8,6,8,1,2,2,5,10,5,1,1,0,0.0,0,0.0,0,4,1,1,0,0,1
2426,2021-11-29,PD,0,2,3,1,6,2,0,2,3,5,10,2,1,1,0,0.0,0,0.0,0,2,0,1,0,1,0
510,2021-11-30,PL,0,3,2,5,10,3,2,1,2,5,11,7,0,0,0,0.0,0,0.0,0,2,0,1,0,1,0
511,2021-11-30,PL,1,3,1,5,5,6,2,2,1,9,6,8,1,0,1,0.0,0,0.0,0,1,0,0,1,0,0
512,2021-12-01,PL,2,1,2,5,8,7,2,1,2,7,9,7,0,1,1,0.0,0,0.0,0,4,1,1,0,1,0
513,2021-12-01,PL,2,0,3,11,9,6,3,2,0,15,2,11,0,0,0,0.0,0,0.0,0,3,1,1,0,0,1
514,2021-12-01,PL,3,0,2,9,6,9,0,3,2,4,9,3,0,2,0,0.0,0,0.0,0,2,0,1,0,1,0
515,2021-12-01,PL,2,2,1,4,4,8,1,3,1,9,9,6,0,0,2,0.0,0,0.0,0,0,0,0,0,1,0
516,2021-12-01,PL,2,0,3,6,9,6,4,0,1,11,4,12,0,0,2,0.0,0,0.0,0,3,1,1,0,0,1
517,2021-12-01,PL,0,1,4,3,11,1,3,1,1,17,5,10,1,1,0,0.0,0,0.0,0,5,1,1,0,0,1
2427,2021-12-01,PD,4,1,0,10,4,13,0,4,1,4,5,4,2,0,0,0.0,0,0.0,0,1,0,0,1,0,0
518,2021-12-02,PL,2,1,2,5,7,7,1,1,3,7,10,4,0,0,0,0.0,0,0.0,0,2,0,0,1,0,0
519,2021-12-02,PL,1,1,3,5,12,4,4,0,1,8,5,12,0,1,1,0.0,0,0.0,0,5,1,1,1,0,0
2428,2021-12-03,PD,1,2,2,7,9,5,2,2,1,7,6,8,1,0,1,0.0,0,0.0,0,3,1,1,1,0,0
